Sport,PlayerRank,PlayerName,PlayerHomeTown,StarRating,PlayerPosition,PlayerStatus,TotalFollowersOnSocialMedia,On3NilValuation,RankingAvailable,AlternativePlayerlink
Basketball,61,Kerr Kriisa,EstoniaTartu,NA,PG,JR,33K,$133K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/west-virginia-mountaineers/basketball/2020/industry-comparison-commits/""><img alt=""west virginia mountaineers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/789/149/149789.svg"" title=""west virginia mountaineers"" width=""30""/></a>",NA
Basketball,62,Bryce Hopkins,"FenwickOak Park, IL",96.49,PF,NA,36K,$131K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/bryce-hopkins-15817/nil/"">Bryce Hopkins</a>"
Basketball,63,Terquavion Smith,"Farmville CentralFarmville, NC",92.81,SG,SO,31K,$130K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/nc-state-wolfpack/basketball/2021/industry-comparison-commits/""><img alt=""nc state wolfpack Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/80/150/150080.svg"" title=""nc state wolfpack"" width=""30""/></a>",NA
Basketball,64,Leaky Black,"Cox MillConcord, NC",94.78,SF,SR,106K,$129K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/north-carolina-tar-heels/basketball/2018/industry-comparison-commits/""><img alt=""north carolina tar heels Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/102/150/150102.svg"" title=""north carolina tar heels"" width=""30""/></a>",NA
Basketball,65,Kobe Brown,"LeeHuntsville, AL",86.47,SF,SR,23K,$128K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/missouri-tigers/basketball/2019/industry-comparison-commits/""><img alt=""missouri tigers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/52/150/150052.svg"" title=""missouri tigers"" width=""30""/></a>",NA
Basketball,66,Max Abmas,"JesuitDallas, TX",NA,PG,NA,24K,$125K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/max-abmas-150058/nil/"">Max Abmas</a>"
Basketball,67,Jett Howard,"IMG AcademyBradenton, FL",96.29,SG,FR,42K,$123K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/basketball/2022/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Basketball,68,K.D. Johnson,"Hargrave Military Academy (HS)Chatham, VA",93.58,PG,NA,49K,$123K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kd-johnson-144132/nil/"">K.D. Johnson</a>"
Basketball,69,Dereck Lively II,"Westtown SchoolBellefonte, PA",99.52,C,FR,58K,$121K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/duke-blue-devils/basketball/2022/industry-comparison-commits/""><img alt=""duke blue devils Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/912/149/149912.svg"" title=""duke blue devils"" width=""30""/></a>",NA
Basketball,70,JJ Starling,"La Lumiere SchoolBaldwinsville, NY",98.34,SG,FR,17.6K,$121K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/syracuse-orange/basketball/2022/industry-comparison-commits/""><img alt=""syracuse orange Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/260/150/150260.svg"" title=""syracuse orange"" width=""30""/></a>",NA
Basketball,71,Dajuan Harris,"Rock BridgeColumbia, MO",91.27,CG,,45K,$118K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/kansas-jayhawks/basketball/2019/industry-comparison-commits/""><img alt=""kansas jayhawks Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/810/149/149810.svg"" title=""kansas jayhawks"" width=""30""/></a>",NA
Basketball,72,Jaylen Clark,"EtiwandaRancho Cucamonga, CA",93.49,SG,JR,72K,$118K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/ucla-bruins/basketball/2020/industry-comparison-commits/""><img alt=""ucla bruins Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/294/150/150294.svg"" title=""ucla bruins"" width=""30""/></a>",NA
Basketball,73,Wade Taylor,"LancasterLancaster, TX",NA,PG,SO,32K,$117K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/texas-am-aggies/basketball/2021/industry-comparison-commits/""><img alt=""texas am aggies Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/270/150/150270.svg"" title=""texas am aggies"" width=""30""/></a>",NA
Basketball,74,Doug Edert,"Bergen CatholicNutley, NJ",NA,PG,JR,245K,$116K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/bryant-bulldogs/basketball/2019/industry-comparison-commits/""><img alt=""bryant bulldogs Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/847/149/149847.svg"" title=""bryant bulldogs"" width=""30""/></a>",NA
Basketball,75,Julian Strawther,"LibertyHenderson, NV",95.27,SF,JR,46K,$115K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/gonzaga-bulldogs/basketball/2020/industry-comparison-commits/""><img alt=""gonzaga bulldogs Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/956/149/149956.svg"" title=""gonzaga bulldogs"" width=""30""/></a>",NA
Basketball,76,Ryan Kalkbrenner,"Trinity CatholicSaint Louis, MO",92.88,C,JR,8.1K,$113K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/creighton-bluejays/basketball/2020/industry-comparison-commits/""><img alt=""creighton bluejays Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/899/149/149899.svg"" title=""creighton bluejays"" width=""30""/></a>",NA
Basketball,77,Hercy Miller,"Minnehaha AcademyMinneapolis, MN",NA,PG,SO,172K,$110K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/louisville-cardinals/basketball/2021/industry-comparison-commits/""><img alt=""louisville cardinals Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/5/150/150005.svg"" title=""louisville cardinals"" width=""30""/></a>",NA
Basketball,78,Nolan Hickman,"Wasatch AcademyMount Pleasant, UT",97.38,PG,SO,35K,$109K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/gonzaga-bulldogs/basketball/2021/industry-comparison-commits/""><img alt=""gonzaga bulldogs Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/956/149/149956.svg"" title=""gonzaga bulldogs"" width=""30""/></a>",NA
Basketball,79,Cam'Ron Fletcher,"VashonSaint Louis, MO",95.19,SF,JR,138K,$106K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/florida-state-seminoles/basketball/2020/industry-comparison-commits/""><img alt=""florida state seminoles Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/936/149/149936.svg"" title=""florida state seminoles"" width=""30""/></a>",NA
Basketball,80,Davonte Davis,"JacksonvilleJacksonville, AR",91.38,CG,JR,322K,$105K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/arkansas-razorbacks/basketball/2020/industry-comparison-commits/""><img alt=""arkansas razorbacks Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/748/149/149748.svg"" title=""arkansas razorbacks"" width=""30""/></a>",NA
Basketball,81,Adam Miller,"Morgan Park HSChicago, IL",97.05,SG,NA,154K,$104K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/adam-miller-1263/nil/"">Adam Miller</a>"
Basketball,82,Kobe Bufkin,"Grand Rapids ChristianGrand Rapids, MI",96.18,SG,SO,16.6K,$104K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/basketball/2021/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Basketball,83,Santiago Vescovi,NBA Academy Latin AmericaMontevideo,87.01,PG,SR,26K,$103K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/tennessee-volunteers/basketball/2019/industry-comparison-commits/""><img alt=""tennessee volunteers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/266/150/150266.svg"" title=""tennessee volunteers"" width=""30""/></a>",NA
Basketball,84,Meechie Johnson,"Andrews Osborne AcademyCleveland, OH",87.96,PG,JR,202K,$100K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/south-carolina-gamecocks/basketball/2020/industry-comparison-commits/""><img alt=""south carolina gamecocks Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/233/150/150233.svg"" title=""south carolina gamecocks"" width=""30""/></a>",NA
Basketball,85,Kevin Miller,"Victory Rock PrepBradenton, FL",NA,PG,FR,136K,$99K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/wake-forest-demon-deacons/basketball/2021/industry-comparison-commits/""><img alt=""wake forest demon deacons Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/338/150/150338.svg"" title=""wake forest demon deacons"" width=""30""/></a>",NA
Basketball,86,Jayden Gardner,"HeritageWake Forest, NC",NA,PF,SR,16.3K,$99K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/virginia-cavaliers/basketball/2018/industry-comparison-commits/""><img alt=""virginia cavaliers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/330/150/150330.svg"" title=""virginia cavaliers"" width=""30""/></a>",NA
Basketball,87,Judah Mintz,"Oak Hill AcademyWashington, DC",95.35,CG,FR,27K,$99K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/syracuse-orange/basketball/2022/industry-comparison-commits/""><img alt=""syracuse orange Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/260/150/150260.svg"" title=""syracuse orange"" width=""30""/></a>",NA
Basketball,88,Noah Clowney,"DormanRoebuck, SC",93.70,PF,FR,10.9K,$98K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/basketball/2022/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Basketball,89,Alijah Martin,"North PikeSummit, MS",NA,CG,SO,32K,$97K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/florida-atlantic-owls/basketball/2020/industry-comparison-commits/""><img alt=""florida atlantic owls Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/934/149/149934.svg"" title=""florida atlantic owls"" width=""30""/></a>",NA
Basketball,90,Devan Cambridge,"Hillcrest PrepPhoenix, AZ",85.17,SF,NA,125K,$97K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/devan-cambridge-35756/nil/"">Devan Cambridge</a>"
Basketball,91,Jordan Miller,"Loudoun ValleyPurcellville, VA",NA,SG,SR,17.1K,$95K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/miami-hurricanes/basketball/2018/industry-comparison-commits/""><img alt=""miami hurricanes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/81/146/146081.svg"" title=""miami hurricanes"" width=""30""/></a>",NA
Basketball,92,Nijel Pack,"Lawrence CentralIndianapolis, IN",91.40,PG,SO,17.6K,$94K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/miami-hurricanes/basketball/2020/industry-comparison-commits/""><img alt=""miami hurricanes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/81/146/146081.svg"" title=""miami hurricanes"" width=""30""/></a>",NA
Basketball,93,Jamarion Sharp,"HopkinsvilleCarterville, IL",NA,C,NA,13.3K,$94K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jamarion-sharp-55174/nil/"">Jamarion Sharp</a>"
Basketball,94,DaRon Holmes,"Montverde AcademyMontverde, FL",95.77,PF,SO,18.8K,$93K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/dayton-flyers/basketball/2021/industry-comparison-commits/""><img alt=""dayton flyers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/902/149/149902.svg"" title=""dayton flyers"" width=""30""/></a>",NA
Basketball,95,Kowacie Reeves,"WestsideMacon, GA",96.45,SG,SO,117K,$93K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/georgia-tech-yellow-jackets/basketball/2021/industry-comparison-commits/""><img alt=""georgia tech yellow jackets Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/952/149/149952.svg"" title=""georgia tech yellow jackets"" width=""30""/></a>",NA
Basketball,96,Brandon Murray,"IMG AcademyBradenton, FL",93.57,SF,SO,13K,$92K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/ole-miss-rebels/basketball/2021/industry-comparison-commits/""><img alt=""ole miss rebels Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/130/150/150130.svg"" title=""ole miss rebels"" width=""30""/></a>",NA
Basketball,97,Jarkel Joiner,"OxfordOxford, MS",NA,SG,,13.9K,$91K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/nc-state-wolfpack/basketball/2017/industry-comparison-commits/""><img alt=""nc state wolfpack Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/80/150/150080.svg"" title=""nc state wolfpack"" width=""30""/></a>",NA
Basketball,98,DeAndre Williams,"Nation Wide AcademyHouston, TX",NA,PF,SR,9.6K,$91K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/memphis-tigers/basketball/2016/industry-comparison-commits/""><img alt=""memphis tigers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/24/150/150024.svg"" title=""memphis tigers"" width=""30""/></a>",NA
Basketball,99,Kam Jones,"Evangelical Christian SchoolMemphis, TN",NA,SG,NA,11.3K,$90K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kam-jones-160199/nil/"">Kam Jones</a>"
Basketball,100,Donovan Clingan,"Bristol CentralBristol, CT",95.71,C,FR,46K,$90K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/connecticut-huskies/basketball/2022/industry-comparison-commits/""><img alt=""connecticut huskies Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/896/149/149896.svg"" title=""connecticut huskies"" width=""30""/></a>",NA
Baseball,1,Enrique Bradfield Jr.,"American HeritageHialeah, FL",NA,OF,FR,90K,$59K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/enrique-bradfield-jr-177879/nil/"">Enrique Bradfield Jr.</a>"
